Allele	BestAln	percScore
A_24:417	A_24:417	1
A_24:418	A_24:418	1
A_24:419	A_24:419	1
A_24:420	A_24:420	1
A_24:422	A_24:422	1
A_24:423	A_24:423	1
A_24:424	A_24:424	1
A_24:431	A_24:431	1
A_24:436	A_24:436	1
A_24:437	A_24:437	1
A_24:438	A_24:438	1
A_24:439	A_24:439	1
A_24:440	A_24:440	1
A_24:441	A_24:441	1
A_24:442	A_24:442	1
A_24:443	A_24:443	1
A_24:444	A_24:444	1
A_24:447	A_24:447	1
A_24:450	A_24:450	1
A_24:451	A_24:451	1
A_24:453	A_24:453	1
A_24:454	A_24:454	1
A_24:455	A_24:455	1
A_24:457	A_24:457	1
A_24:458	A_24:458	1
A_24:459	A_24:459	1
A_24:460	A_24:460	1
A_24:461	A_24:461	1
A_24:462	A_24:462	1
A_24:463	A_24:463	1
A_24:464	A_24:464	1
A_24:465	A_24:465	1
A_24:466	A_24:466	1
A_24:468	A_24:468	1
A_24:469	A_24:469	1
A_24:470	A_24:470	1
A_24:472	A_24:472	1
A_24:474	A_24:474	1
A_24:475	A_24:475	1
A_24:476	A_24:476	1
A_24:477	A_24:477	1
A_24:478	A_24:478	1
A_24:479	A_24:479	1
A_24:481	A_24:481	1
A_24:482	A_24:482	1
A_24:483	A_24:483	1
A_24:484	A_24:484	1
A_24:485	A_24:485	1
A_24:486	A_24:486	1
A_24:487	A_24:487	1
A_24:488	A_24:488	1
A_24:489	A_24:489	1
A_24:490	A_24:490	1
A_24:492	A_24:492	1
A_24:493	A_24:493	1
A_24:494	A_24:494	1
A_24:495	A_24:495	1
A_24:497	A_24:497	1
A_24:498	A_24:498	1
A_24:499	A_24:499	1
A_24:500	A_24:500	1
A_24:501	A_24:501	1
A_24:502	A_24:502	1
A_24:503	A_24:503	1
A_24:504	A_24:504	1
A_24:505	A_24:505	1
A_24:506	A_24:506	1
A_24:507	A_24:507	1
A_24:508	A_24:508	1
A_24:509	A_24:509	1
A_24:511	A_24:511	1
A_24:512	A_24:512	1
A_24:515	A_24:515	1
A_24:516	A_24:516	1
A_24:519	A_24:519	1
A_24:521	A_24:521	1
A_24:522	A_24:522	1
A_24:523	A_24:523	1
A_24:524	A_24:524	1
A_24:525	A_24:525	1
A_24:526	A_24:526	1
A_24:527	A_24:527	1
A_24:528	A_24:528	1
A_24:530	A_24:530	1
A_24:531	A_24:531	1
A_24:532	A_24:532	1
A_24:533	A_24:533	1
A_24:534	A_24:534	1
A_24:535	A_24:535	1
A_25:01	A_25:01	1
A_25:02	A_25:02	1
A_25:04	A_25:04	1
A_25:05	A_25:05	1
A_25:09	A_25:09	1
A_25:11	A_25:11	1
A_25:24	A_25:24	1
A_25:27	A_25:27	1
A_25:29	A_25:29	1
A_25:38	A_25:38	1
A_25:39	A_25:39	1
A_25:40	A_25:40	1
A_25:41	A_25:41	1
A_25:43	A_25:43	1
A_25:44	A_25:44	1
A_25:46	A_25:46	1
A_25:47	A_25:47	1
A_25:48	A_25:48	1
A_25:50	A_25:50	1
A_25:51	A_25:51	1
A_25:52	A_25:52	1
A_25:53	A_25:53	1
A_25:54	A_25:54	1
A_25:55	A_25:55	1
A_25:56	A_25:56	1
A_25:57	A_25:57	1
A_25:58	A_25:58	1
A_25:59	A_25:59	1
A_25:60	A_25:60	1
A_25:61	A_25:61	1
A_25:62	A_25:62	1
A_25:63	A_25:63	1
A_25:65	A_25:65	1
A_25:66	A_25:66	1
A_25:67	A_25:67	1
A_25:68	A_25:68	1
A_25:70	A_25:70	1
A_25:71	A_25:71	1
A_25:72	A_25:72	1
A_25:73	A_25:73	1
A_26:01	A_26:01	1
A_26:02	A_26:02	1
A_26:03	A_26:03	1
A_26:04	A_26:04	1
A_26:05	A_26:05	1
A_26:07	A_26:07	1
A_26:08	A_26:08	1
A_26:09	A_26:09	1
A_26:10	A_26:10	1
A_26:12	A_26:12	1
A_26:14	A_26:14	1
A_26:15	A_26:15	1
A_26:16	A_26:16	1
A_26:17	A_26:17	1
A_26:18	A_26:18	1
A_26:20	A_26:20	1
A_26:26	A_26:26	1
A_26:27	A_26:27	1
A_26:31	A_26:31	1
A_26:39	A_26:39	1
A_26:42	A_26:42	1
A_26:47	A_26:47	1
A_26:50	A_26:50	1
A_26:52	A_26:52	1
A_26:63	A_26:63	1
A_26:89	A_26:89	1
A_26:95	A_26:95	1
A_26:104	A_26:104	1
A_26:115	A_26:115	1
A_26:125	A_26:125	1
A_26:129	A_26:129	1
A_26:130	A_26:130	1
A_26:131	A_26:131	1
A_26:133	A_26:133	1
A_26:134	A_26:134	1
A_26:135	A_26:135	1
A_26:136	A_26:136	1
A_26:137	A_26:137	1
A_26:148	A_26:148	1
A_26:149	A_26:149	1
A_26:150	A_26:150	1
A_26:151	A_26:151	1
A_26:152	A_26:152	1
A_26:153	A_26:153	1
A_26:154	A_26:154	1
A_26:156	A_26:156	1
A_26:157	A_26:157	1
A_26:159	A_26:159	1
A_26:162	A_26:162	1
A_26:163	A_26:163	1
A_26:164	A_26:164	1
A_26:165	A_26:165	1
A_26:167	A_26:167	1
A_26:168	A_26:168	1
A_26:169	A_26:169	1
A_26:170	A_26:170	1
A_26:171	A_26:171	1
A_26:172	A_26:172	1
A_26:173	A_26:173	1
A_26:175	A_26:175	1
A_26:178	A_26:178	1
A_26:179	A_26:179	1
A_26:181	A_26:181	1
A_26:182	A_26:182	1
A_26:183	A_26:183	1
A_26:184	A_26:184	1
A_26:185	A_26:185	1
A_26:186	A_26:186	1
A_26:187	A_26:187	1
A_26:188	A_26:188	1
A_26:189	A_26:189	1
A_26:192	A_26:192	1
A_26:194	A_26:194	1
A_26:195	A_26:195	1
A_26:196	A_26:196	1
A_26:197	A_26:197	1
A_26:198	A_26:198	1
A_26:199	A_26:199	1
A_26:200	A_26:200	1
A_26:201	A_26:201	1
A_26:203	A_26:203	1
A_26:204	A_26:204	1
A_26:207	A_26:207	1
A_26:208	A_26:208	1
A_26:209	A_26:209	1
A_26:211	A_26:211	1
A_26:212	A_26:212	1
A_26:213	A_26:213	1
A_26:214	A_26:214	1
A_29:01	A_29:01	1
A_29:02	A_29:02	1
A_29:03	A_29:03	1
A_29:04	A_29:04	1
A_29:09	A_29:09	1
A_29:10	A_29:10	1
A_29:11	A_29:11	1
A_29:12	A_29:12	1
A_29:14	A_29:14	1
A_29:23	A_29:23	1
A_29:30	A_29:30	1
A_29:32	A_29:32	1
A_29:37	A_29:37	1
A_29:39	A_29:39	1
A_29:40	A_29:40	1
A_29:46	A_29:46	1
A_29:71	A_29:71	1
A_29:84	A_29:84	1
A_29:87	A_29:87	1
A_29:90	A_29:90	1
A_29:92	A_29:92	1
A_29:93	A_29:93	1
A_29:94	A_29:94	1
A_29:95	A_29:95	1
A_29:100	A_29:100	1
A_29:101	A_29:101	1
A_29:109	A_29:109	1
A_29:110	A_29:110	1
A_29:114	A_29:114	1
A_29:115	A_29:115	1
A_29:116	A_29:116	1
A_29:117	A_29:117	1
A_29:118	A_29:118	1
A_29:119	A_29:119	1
A_29:120	A_29:120	1
A_29:121	A_29:121	1
A_29:122	A_29:122	1
A_29:123	A_29:123	1
A_29:124	A_29:124	1
A_29:127	A_29:127	1
A_29:128	A_29:128	1
A_29:129	A_29:129	1
A_29:130	A_29:130	1
A_29:131	A_29:131	1
A_29:132	A_29:132	1
A_29:133	A_29:133	1
A_29:134	A_29:134	1
A_29:135	A_29:135	1
A_29:137	A_29:137	1
A_29:138	A_29:138	1
A_29:139	A_29:139	1
A_29:140	A_29:140	1
A_29:141	A_29:141	1
A_29:142	A_29:142	1
A_29:143	A_29:143	1
A_29:144	A_29:144	1
A_29:145	A_29:145	1
A_29:146	A_29:146	1
A_29:147	A_29:147	1
A_29:148	A_29:148	1
A_29:149	A_29:149	1
A_29:150	A_29:150	1
A_29:151	A_29:151	1
A_29:152	A_29:152	1
A_29:153	A_29:153	1
A_29:154	A_29:154	1
A_29:155	A_29:155	1
A_30:01	A_30:01	1
A_30:02	A_30:02	1
A_30:03	A_30:03	1
A_30:04	A_30:04	1
A_30:07	A_30:07	1
A_30:08	A_30:08	1
A_30:09	A_30:09	1
A_30:10	A_30:10	1
A_30:11	A_30:11	1
A_30:12	A_30:12	1
A_30:16	A_30:16	1
A_30:25	A_30:25	1
A_30:28	A_30:28	1
A_30:31	A_30:31	1
A_30:39	A_30:39	1
A_30:51	A_30:51	1
A_30:71	A_30:71	1
A_30:89	A_30:89	1
A_30:90	A_30:90	1
A_30:99	A_30:99	1
A_30:100	A_30:100	1
A_30:101	A_30:101	1
A_30:105	A_30:105	1
A_30:106	A_30:106	1
A_30:107	A_30:107	1
A_30:108	A_30:108	1
A_30:111	A_30:111	1
A_30:114	A_30:114	1
A_30:125	A_30:125	1
A_30:126	A_30:126	1
A_30:128	A_30:128	1
A_30:129	A_30:129	1
A_30:131	A_30:131	1
A_30:133	A_30:133	1
A_30:134	A_30:134	1
A_30:135	A_30:135	1
A_30:136	A_30:136	1
A_30:137	A_30:137	1
A_30:138	A_30:138	1
A_30:139	A_30:139	1
A_30:140	A_30:140	1
A_30:141	A_30:141	1
A_30:142	A_30:142	1
A_30:143	A_30:143	1
A_30:144	A_30:144	1
A_30:146	A_30:146	1
A_30:147	A_30:147	1
A_30:148	A_30:148	1
A_30:149	A_30:149	1
A_30:150	A_30:150	1
A_30:151	A_30:151	1
A_30:152	A_30:152	1
A_30:153	A_30:153	1
A_30:155	A_30:155	1
A_30:156	A_30:156	1
A_30:157	A_30:157	1
A_30:159	A_30:159	1
A_30:160	A_30:160	1
A_30:161	A_30:161	1
A_30:162	A_30:162	1
A_30:163	A_30:163	1
A_30:164	A_30:164	1
A_30:165	A_30:165	1
A_30:166	A_30:166	1
A_30:167	A_30:167	1
A_30:168	A_30:168	1
A_30:169	A_30:169	1
A_30:172	A_30:172	1
A_30:173	A_30:173	1
A_30:174	A_30:174	1
A_30:175	A_30:175	1
A_30:177	A_30:177	1
A_30:179	A_30:179	1
A_30:180	A_30:180	1
A_30:181	A_30:181	1
A_30:182	A_30:182	1
A_30:183	A_30:183	1
A_30:185	A_30:185	1
A_30:186	A_30:186	1
A_30:187	A_30:187	1
A_30:188	A_30:188	1
A_31:01	A_31:01	1
A_31:02	A_31:02	1
A_31:04	A_31:04	1
A_31:06	A_31:06	1
A_31:07	A_31:07	1
A_31:08	A_31:08	1
A_31:09	A_31:09	1
A_31:12	A_31:12	1
A_31:13	A_31:13	1
A_31:15	A_31:15	1
A_31:16	A_31:16	1
A_31:18	A_31:18	1
A_31:20	A_31:20	1
A_31:30	A_31:30	1
A_31:32	A_31:32	1
A_31:36	A_31:36	1
A_31:40	A_31:40	1
A_31:46	A_31:46	1
A_31:48	A_31:48	1
A_31:106	A_31:106	1
A_31:111	A_31:111	1
A_31:114	A_31:114	1
A_31:116	A_31:116	1
A_31:117	A_31:117	1
A_31:118	A_31:118	1
A_31:119	A_31:119	1
A_31:132	A_31:132	1
A_31:133	A_31:133	1
A_31:134	A_31:134	1
A_31:135	A_31:135	1
A_31:136	A_31:136	1
A_31:137	A_31:137	1
A_31:138	A_31:138	1
A_31:139	A_31:139	1
A_31:142	A_31:142	1
A_31:143	A_31:143	1
A_31:144	A_31:144	1
A_31:145	A_31:145	1
A_31:146	A_31:146	1
A_31:147	A_31:147	1
A_31:148	A_31:148	1
A_31:152	A_31:152	1
A_31:153	A_31:153	1
A_31:155	A_31:155	1
A_31:156	A_31:156	1
A_31:157	A_31:157	1
A_31:159	A_31:159	1
A_31:160	A_31:160	1
A_31:162	A_31:162	1
A_31:163	A_31:163	1
A_31:164	A_31:164	1
A_31:165	A_31:165	1
A_31:166	A_31:166	1
A_31:167	A_31:167	1
A_31:168	A_31:168	1
A_31:169	A_31:169	1
A_31:170	A_31:170	1
A_31:171	A_31:171	1
A_31:172	A_31:172	1
A_31:173	A_31:173	1
A_31:174	A_31:174	1
A_31:175	A_31:175	1
A_31:176	A_31:176	1
A_31:177	A_31:177	1
A_31:178	A_31:178	1
A_31:179	A_31:179	1
A_31:180	A_31:180	1
A_31:181	A_31:181	1
A_31:182	A_31:182	1
A_31:185	A_31:185	1
A_31:186	A_31:186	1
A_31:187	A_31:187	1
A_31:189	A_31:189	1
A_31:190	A_31:190	1
A_31:191	A_31:191	1
A_31:192	A_31:192	1
A_31:193	A_31:193	1
A_31:194	A_31:194	1
A_32:01	A_32:01	1
A_32:02	A_32:02	1
A_32:03	A_32:03	1
A_32:04	A_32:04	1
A_32:05	A_32:05	1
A_32:06	A_32:06	1
A_32:07	A_32:07	1
A_32:08	A_32:08	1
A_32:11	A_32:11	1
A_32:15	A_32:15	1
A_32:17	A_32:17	1
A_32:24	A_32:24	1
A_32:26	A_32:26	1
A_32:31	A_32:31	1
A_32:33	A_32:33	1
A_32:43	A_32:43	1
A_32:44	A_32:44	1
A_32:46	A_32:46	1
A_32:54	A_32:54	1
A_32:55	A_32:55	1
A_32:60	A_32:60	1
A_32:62	A_32:62	1
A_32:69	A_32:69	1
A_32:86	A_32:86	1
A_32:93	A_32:93	1
A_32:94	A_32:94	1
A_32:97	A_32:97	1
A_32:98	A_32:98	1
A_32:101	A_32:101	1
A_32:102	A_32:102	1
A_32:103	A_32:103	1
A_32:104	A_32:104	1
A_32:105	A_32:105	1
A_32:106	A_32:106	1
A_32:107	A_32:107	1
A_32:109	A_32:109	1
A_32:110	A_32:110	1
A_32:111	A_32:111	1
A_32:113	A_32:113	1
A_32:114	A_32:114	1
A_32:115	A_32:115	1
A_32:116	A_32:116	1
A_32:118	A_32:118	1
A_32:119	A_32:119	1
A_32:121	A_32:121	1
A_32:122	A_32:122	1
A_32:124	A_32:124	1
A_32:125	A_32:125	1
A_32:128	A_32:128	1
A_32:129	A_32:129	1
A_32:131	A_32:131	1
A_32:134	A_32:134	1
A_32:136	A_32:136	1
A_32:137	A_32:137	1
A_32:138	A_32:138	1
A_32:139	A_32:139	1
A_32:140	A_32:140	1
A_32:141	A_32:141	1
A_32:142	A_32:142	1
A_32:143	A_32:143	1
A_32:144	A_32:144	1
A_32:145	A_32:145	1
A_32:146	A_32:146	1
A_32:147	A_32:147	1
A_32:148	A_32:148	1
A_32:149	A_32:149	1
A_32:150	A_32:150	1
A_32:151	A_32:151	1
A_33:01	A_33:01	1
A_33:03	A_33:03	1
A_33:04	A_33:04	1
A_33:05	A_33:05	1
A_33:07	A_33:07	1
A_33:08	A_33:08	1
A_33:16	A_33:16	1
A_33:40	A_33:40	1
A_33:49	A_33:49	1
A_33:65	A_33:65	1
A_33:69	A_33:69	1
A_33:105	A_33:105	1
A_33:109	A_33:109	1
A_33:116	A_33:116	1
A_33:121	A_33:121	1
A_33:122	A_33:122	1
A_33:125	A_33:125	1
A_33:131	A_33:131	1
A_33:134	A_33:134	1
A_33:136	A_33:136	1
A_33:137	A_33:137	1
A_33:141	A_33:141	1
A_33:142	A_33:142	1
A_33:145	A_33:145	1
A_33:146	A_33:146	1
A_33:147	A_33:147	1
A_33:148	A_33:148	1
A_33:149	A_33:149	1
A_33:150	A_33:150	1
A_33:151	A_33:151	1
A_33:152	A_33:152	1
A_33:153	A_33:153	1
A_33:155	A_33:155	1
A_33:159	A_33:159	1
A_33:160	A_33:160	1
A_33:161	A_33:161	1
A_33:162	A_33:162	1
A_33:163	A_33:163	1
A_33:164	A_33:164	1
A_33:165	A_33:165	1
A_33:166	A_33:166	1
A_33:167	A_33:167	1
A_33:168	A_33:168	1
A_33:169	A_33:169	1
A_33:170	A_33:170	1
A_33:171	A_33:171	1
A_33:172	A_33:172	1
A_33:177	A_33:177	1
A_33:178	A_33:178	1
A_33:179	A_33:179	1
A_33:180	A_33:180	1
A_33:181	A_33:181	1
A_33:182	A_33:182	1
A_33:183	A_33:183	1
A_33:185	A_33:185	1
A_33:187	A_33:187	1
A_33:188	A_33:188	1
A_33:190	A_33:190	1
A_33:191	A_33:191	1
A_33:192	A_33:192	1
A_33:193	A_33:193	1
A_33:195	A_33:195	1
A_33:196	A_33:196	1
A_33:197	A_33:197	1
A_33:199	A_33:199	1
A_33:201	A_33:201	1
A_33:202	A_33:202	1
A_33:203	A_33:203	1
A_33:204	A_33:204	1
A_33:205	A_33:205	1
A_33:206	A_33:206	1
A_33:207	A_33:207	1
A_33:208	A_33:208	1
A_33:210	A_33:210	1
A_33:212	A_33:212	1
A_34:01	A_34:01	1
A_34:02	A_34:02	1
A_34:05	A_34:05	1
A_34:08	A_34:08	1
A_34:14	A_34:14	1
A_34:18	A_34:18	1
A_34:19	A_34:19	1
A_34:20	A_34:20	1
A_34:21	A_34:21	1
A_34:22	A_34:22	1
A_34:23	A_34:23	1
A_34:24	A_34:24	1
A_34:25	A_34:25	1
A_36:01	A_36:01	1
A_36:03	A_36:03	1
A_36:04	A_36:04	1
A_36:06	A_36:06	1
A_36:07	A_36:07	1
A_36:08	A_36:08	1
A_36:09	A_36:09	1
A_36:10	A_36:10	1
A_36:11	A_36:11	1
A_36:12	A_36:12	1
A_43:01	A_43:01	1
A_66:01	A_66:01	1
A_66:02	A_66:02	1
A_66:03	A_66:03	1
A_66:13	A_66:13	1
A_66:17	A_66:17	1
A_66:24	A_66:24	1
A_66:29	A_66:29	1
A_66:30	A_66:30	1
A_66:31	A_66:31	1
A_66:32	A_66:32	1
A_66:33	A_66:33	1
A_66:34	A_66:34	1
A_66:35	A_66:35	1
A_66:36	A_66:36	1
A_66:37	A_66:37	1
A_66:38	A_66:38	1
A_66:40	A_66:40	1
A_66:41	A_66:41	1
A_66:42	A_66:42	1
A_66:43	A_66:43	1
A_68:01	A_68:01	1
A_68:02	A_68:02	1
A_68:03	A_68:03	1
A_68:05	A_68:05	1
A_68:06	A_68:06	1
A_68:07	A_68:07	1
A_68:08	A_68:08	1
A_68:10	A_68:10	1
A_68:12	A_68:12	1
A_68:15	A_68:15	1
A_68:16	A_68:16	1
A_68:17	A_68:17	1
A_68:19	A_68:19	1
A_68:20	A_68:20	1
A_68:21	A_68:21	1
A_68:22	A_68:22	1
A_68:23	A_68:23	1
A_68:24	A_68:24	1
A_68:25	A_68:25	1
A_68:29	A_68:29	1
A_68:30	A_68:30	1
A_68:31	A_68:31	1
A_68:35	A_68:35	1
A_68:36	A_68:36	1
A_68:37	A_68:37	1
A_68:40	A_68:40	1
A_68:46	A_68:46	1
A_68:50	A_68:50	1
A_68:54	A_68:54	1
A_68:55	A_68:55	1
A_68:66	A_68:66	1
A_68:67	A_68:67	1
A_68:71	A_68:71	1
A_68:92	A_68:92	1
A_68:99	A_68:99	1
A_68:101	A_68:101	1
A_68:105	A_68:105	1
A_68:113	A_68:113	1
A_68:114	A_68:114	1
A_68:121	A_68:121	1
A_68:130	A_68:130	1
A_68:138	A_68:138	1
A_68:139	A_68:139	1
A_68:140	A_68:140	1
A_68:143	A_68:143	1
A_68:144	A_68:144	1
A_68:148	A_68:148	1
A_68:152	A_68:152	1
A_68:153	A_68:153	1
A_68:154	A_68:154	1
A_68:155	A_68:155	1
A_68:156	A_68:156	1
A_68:158	A_68:158	1
A_68:163	A_68:163	1
A_68:164	A_68:164	1
A_68:167	A_68:167	1
A_68:168	A_68:168	1
A_68:169	A_68:169	1
A_68:172	A_68:172	1
A_68:175	A_68:175	1
A_68:176	A_68:176	1
A_68:177	A_68:177	1
A_68:178	A_68:178	1
A_68:180	A_68:180	1
A_68:183	A_68:183	1
A_68:184	A_68:184	1
A_68:185	A_68:185	1
A_68:186	A_68:186	1
A_68:187	A_68:187	1
A_68:188	A_68:188	1
A_68:189	A_68:189	1
A_68:190	A_68:190	1
A_68:191	A_68:191	1
A_68:192	A_68:192	1
A_68:193	A_68:193	1
A_68:194	A_68:194	1
A_68:195	A_68:195	1
A_68:196	A_68:196	1
A_68:197	A_68:197	1
A_68:198	A_68:198	1
A_68:200	A_68:200	1
A_68:201	A_68:201	1
A_68:202	A_68:202	1
A_68:204	A_68:204	1
A_68:206	A_68:206	1
A_68:207	A_68:207	1
A_68:208	A_68:208	1
A_68:209	A_68:209	1
A_68:211	A_68:211	1
A_68:212	A_68:212	1
A_68:214	A_68:214	1
A_68:215	A_68:215	1
A_68:217	A_68:217	1
A_68:218	A_68:218	1
A_68:219	A_68:219	1
A_68:220	A_68:220	1
A_68:221	A_68:221	1
A_68:222	A_68:222	1
A_68:223	A_68:223	1
A_68:224	A_68:224	1
A_68:225	A_68:225	1
A_68:226	A_68:226	1
A_68:227	A_68:227	1
A_68:228	A_68:228	1
A_68:229	A_68:229	1
A_68:230	A_68:230	1
A_68:231	A_68:231	1
A_68:232	A_68:232	1
A_68:233	A_68:233	1
A_68:234	A_68:234	1
A_68:235	A_68:235	1
A_68:237	A_68:237	1
A_68:238	A_68:238	1
A_68:239	A_68:239	1
A_68:241	A_68:241	1
A_68:242	A_68:242	1
A_68:243	A_68:243	1
A_68:244	A_68:244	1
A_68:246	A_68:246	1
A_68:247	A_68:247	1
A_68:248	A_68:248	1
A_68:249	A_68:249	1
A_68:250	A_68:250	1
A_68:252	A_68:252	1
A_68:253	A_68:253	1
A_68:254	A_68:254	1
A_68:256	A_68:256	1
A_68:257	A_68:257	1
A_68:258	A_68:258	1
A_68:259	A_68:259	1
A_68:260	A_68:260	1
A_68:261	A_68:261	1
A_68:262	A_68:262	1
A_68:264	A_68:264	1
A_68:265	A_68:265	1
A_69:01	A_69:01	1
A_69:04	A_69:04	1
A_69:05	A_69:05	1
A_69:06	A_69:06	1
A_69:07	A_69:07	1
A_69:08	A_69:08	1
A_74:01	A_74:01	1
A_74:02	A_74:02	1
A_74:03	A_74:03	1
A_74:06	A_74:06	1
A_74:09	A_74:09	1
A_74:11	A_74:11	1
A_74:16	A_74:16	1
A_74:25	A_74:25	1
A_74:28	A_74:28	1
A_74:29	A_74:29	1
A_74:30	A_74:30	1
A_74:31	A_74:31	1
A_74:33	A_74:33	1
A_74:34	A_74:34	1
A_74:35	A_74:35	1
A_74:36	A_74:36	1
A_74:37	A_74:37	1
A_74:38	A_74:38	1
A_74:39	A_74:39	1
A_74:40	A_74:40	1
A_74:41	A_74:41	1
A_80:01	A_80:01	1
A_80:04	A_80:04	1
A_80:05	A_80:05	1
A_80:06	A_80:06	1
A_80:07	A_80:07	1
A_01:02	A_01:190	0.878
A_01:04	A_01:01	0.97
A_01:07	A_01:226	0.692
A_01:08	A_01:210	0.791
A_01:10	A_01:210	0.708
A_01:11	A_01:01	0.082
A_01:13	A_01:194	0.75
A_01:15	A_01:137	0.081
A_01:16	A_01:314	0.077
A_01:18	A_01:210	0.811
A_01:19	A_01:12	0.819
A_01:21	A_01:210	0.802
A_01:22	A_01:210	0.889
A_01:24	A_01:210	0.848
A_01:26	A_01:210	0.848
A_01:27	A_01:210	0.073
A_01:28	A_01:299	0.802
A_01:30	A_01:210	0.731
A_01:31	A_01:88	0.019
A_01:32	A_01:210	0.889
A_01:33	A_01:210	0.827
A_01:35	A_01:210	0.837
A_01:36	A_01:210	0.811
A_01:38	A_01:210	0.802
A_01:39	A_01:210	0.827
A_01:40	A_01:210	0.837
A_01:41	A_01:210	0.827
A_01:42	A_01:210	0.791
A_01:44	A_01:210	0.848
A_01:45	A_01:210	0.889
A_01:46	A_01:210	0.837
A_01:47	A_01:210	0.791
A_01:48	A_01:210	0.837
A_01:49	A_01:210	0.819
A_01:50	A_01:210	0.837
A_01:51	A_01:23	0.721
A_01:52	A_01:210	0.058
A_01:53	A_01:210	0.071
A_01:54	A_01:210	0.819
A_01:55	A_01:210	0.791
A_01:56	A_01:210	0.889
A_01:57	A_01:210	0.056
A_01:58	A_01:210	0.837
A_01:59	A_01:210	0.837
A_01:60	A_01:210	0.811
A_01:61	A_01:210	0.848
A_01:62	A_01:210	0.802
A_01:63	A_01:210	0.837
A_01:64	A_01:210	0.739
A_01:65	A_01:210	0.791
A_01:66	A_01:210	0.791
A_01:67	A_01:210	0.811
A_01:68	A_01:210	0.819
A_01:70	A_01:210	0.75
A_01:71	A_01:210	0.837
A_01:72	A_36:04	0.857
A_01:73	A_01:210	0.773
A_01:74	A_01:210	0.802
A_01:75	A_01:210	0.848
A_01:76	A_01:210	0.791
A_01:77	A_01:210	0.837
A_01:78	A_01:210	0.791
A_01:79	A_01:210	0.811
A_01:80	A_01:210	0.791
A_01:81	A_01:210	0.889
A_01:83	A_01:191	0.75
A_01:84	A_01:210	0.811
A_01:85	A_01:210	0.837
A_01:86	A_01:210	0.802
A_01:87	A_01:210	0.889
A_01:89	A_01:210	0.848
A_01:90	A_01:210	0.791
A_01:91	A_01:210	0.857
A_01:92	A_01:210	0.802
A_01:93	A_01:210	0.857
A_01:94	A_01:210	0.848
A_01:95	A_01:298	0.721
A_01:96	A_01:210	0.819
A_01:97	A_01:210	0.819
A_01:98	A_01:210	0.848
A_01:99	A_01:210	0.848
A_01:100	A_01:210	0.811
A_01:101	A_01:210	0.827
A_01:102	A_01:210	0.837
A_01:103	A_01:210	0.889
A_01:104	A_01:210	0.811
A_01:105	A_01:210	0.837
A_01:106	A_01:210	0.848
A_01:107	A_01:01	0.97
A_01:108	A_01:210	0.837
A_01:109	A_01:01	0.97
A_01:110	A_01:210	0.827
A_01:111	A_01:210	0.819
A_01:112	A_01:210	0.781
A_01:113	A_01:210	0.827
A_01:114	A_01:210	0.764
A_01:115	A_01:210	0.837
A_01:116	A_01:210	0.811
A_01:117	A_01:210	0.837
A_01:118	A_01:210	0.791
A_01:119	A_01:210	0.827
A_01:120	A_01:210	0.827
A_01:121	A_01:210	0.827
A_01:122	A_01:210	0.791
A_01:123	A_01:210	0.703
A_01:124	A_01:210	0.802
A_01:125	A_01:210	0.811
A_01:126	A_01:210	0.837
A_01:127	A_01:25	0.819
A_01:129	A_01:210	0.837
A_01:130	A_01:210	0.703
A_01:131	A_01:210	0.827
A_01:132	A_01:210	0.889
A_01:133	A_01:210	0.811
A_01:134	A_01:229	0.819
A_01:135	A_01:210	0.781
A_01:136	A_01:360	0.827
A_01:138	A_01:210	0.781
A_01:139	A_01:210	0.827
A_01:141	A_01:01	0.97
A_01:142	A_01:01	0.97
A_01:143	A_01:210	0.811
A_01:144	A_01:210	0.819
A_01:145	A_01:210	0.837
A_01:146	A_01:01	0.889
A_01:147	A_01:208	0.791
A_01:149	A_01:210	0.802
A_01:150	A_01:210	0.848
A_01:151	A_01:210	0.781
A_01:152	A_01:210	0.819
A_01:153	A_01:210	0.791
A_01:154	A_01:210	0.837
A_01:155	A_01:210	0.889
A_01:157	A_01:210	0.848
A_01:158	A_01:210	0.811
A_01:159	A_01:210	0.764
A_01:160	A_01:210	0.07
A_01:161	A_01:210	0.811
A_01:162	A_01:88	0.028
A_01:163	A_01:210	0.837
A_01:164	A_01:210	0.819
A_01:166	A_01:210	0.827
A_01:167	A_01:01	0.942
A_01:168	A_01:210	0.819
A_01:169	A_01:210	0.791
A_01:170	A_01:210	0.837
A_01:171	A_01:210	0.837
A_01:173	A_01:210	0.848
A_01:174	A_01:210	0.837
A_01:175	A_01:210	0.802
A_01:176	A_01:299	0.764
A_01:177	A_01:210	0.889
A_01:178	A_01:210	0.074
A_01:179	A_01:210	0.078
A_01:180	A_01:210	0.837
A_01:181	A_01:210	0.837
A_01:182	A_01:140	0.857
A_01:183	A_01:210	0.827
A_01:184	A_01:210	0.848
A_01:185	A_01:232	0.781
A_01:186	A_01:88	0.007
A_01:187	A_01:210	0.857
A_01:188	A_01:307	0.811
A_01:189	A_01:210	0.791
A_01:192	A_01:03	0.827
A_01:193	A_01:210	0.781
A_01:195	A_01:210	0.867
A_01:197	A_01:210	0.857
A_01:199	A_01:210	0.848
A_01:200	A_36:01	0.802
A_01:201	A_01:210	0.819
A_01:202	A_01:210	0.837
A_01:203	A_01:210	0.837
A_01:204	A_01:210	0.837
A_01:205	A_01:210	0.857
